20150907	1	173
20150915	1	180
20150917	1	180
20150928	1	180
20151009	1	180
20151103	1	144
20151111	1	104
20160121	1	181
20160125	1	132	%or some 133
20160127	1	145
20160218	1	144
20160219	1	180
20160310	1	180
20160316	1	180
20160413	1	180
20160422	1	144
20160511	1	180
20160601	1	180
20160608	1	180
20160617	1	180
20160622	1	180

